country,price
Bangladesh,1.322749828
Bangladesh,0.577199925
Bangladesh,4.930249357
Bangladesh,0.360749953
Bangladesh,0.601205995
Bangladesh,1.20241199
Bangladesh,2.404823981
Bangladesh,0.480964796
Bangladesh,3.607235971
Bangladesh,1.442894388
Bangladesh,1.323591205
Bangladesh,0.601632366
Bangladesh,5.053711873
Bangladesh,0.409110009
Bangladesh,0.62569766
Bangladesh,4.668667158
Bangladesh,4.801026279
Bangladesh,4.331753034
Bangladesh,4.813058926
Bangladesh,4.632569217
Bangladesh,0.721958839
Bangladesh,1.263427968
Bangladesh,2.165876517
Bangladesh,1.804897097
Bangladesh,1.684570624
Bangladesh,0.842285312
Bangladesh,1.443917678
Bangladesh,0.288783536
Bangladesh,0.300816183
Bangladesh,0.324881478
Bangladesh,0.168457062
Bangladesh,0.661795602
Bangladesh,0.770089428
Bangladesh,2.707345646
Bangladesh,0.505371187
Bangladesh,0.697893544
Bangladesh,1.191232084
Bangladesh,0.553501777
Bangladesh,4.873222163
Bangladesh,1.732701213
Bangladesh,2.045550044
Bangladesh,1.624407388
Bangladesh,0.902448549
Bangladesh,1.371721794
Bangladesh,1.504080914
Bangladesh,0.240652946
Bangladesh,0.31284883
Bangladesh,0.433175303
Bangladesh,0.18048971
Bangladesh,0.421142656
Bangladesh,0.962611785
Bangladesh,1.322653189
Bangladesh,3.126271175
Bangladesh,0.408820077
Bangladesh,1.082170791
Bangladesh,0.577157755
Bangladesh,4.809647961
Bangladesh,4.569165563
Bangladesh,4.689406762
Bangladesh,4.749527362
Bangladesh,0.841688393
Bangladesh,1.863738585
Bangladesh,1.599207947
Bangladesh,0.781567794
Bangladesh,1.466942628
Bangladesh,0.240482398
Bangladesh,0.312627117
Bangladesh,0.384771837
Bangladesh,0.216434158
Bangladesh,0.721447194
Bangladesh,2.705426978
Bangladesh,0.264530638
Bangladesh,1.383754441
Bangladesh,0.360979419
Bangladesh,4.933385399
Bangladesh,0.385044714
Bangladesh,1.203264732
Bangladesh,0.529436482
Bangladesh,4.692732453
Bangladesh,4.452079507
Bangladesh,4.21142656
Bangladesh,3.609794195
Bangladesh,0.794154723
Bangladesh,2.406529463
Bangladesh,1.780831803
Bangladesh,3.068325065
Bangladesh,0.938546491
Bangladesh,1.155134142
Bangladesh,0.204555004
Bangladesh,0.264718241
Bangladesh,0.156424415
Bangladesh,2.887835356
Bangladesh,0.746024134
Bangladesh,0.397077361
Bangladesh,0.481305893
Bangladesh,0.531193945
Bangladesh,0.354129297
Bangladesh,1.416517188
Bangladesh,0.885323242
Bangladesh,1.003366341
Bangladesh,0.413150846
Bangladesh,1.652603386
Bangladesh,3.541292969
Bangladesh,1.770646485
Bangladesh,0.708258594
Bangladesh,1.593581836
Bangladesh,1.357495638
Bangladesh,1.475538737
Bangladesh,0.590215495
Bangladesh,0.177064648
Bangladesh,0.236086198
Bangladesh,0.944344792
Bangladesh,0.826301693
Bangladesh,0.295107747
Bangladesh,1.062387891
Bangladesh,0.541469129
Bangladesh,1.022775022
Bangladesh,3.008161829
Bangladesh,1.564244151
Bangladesh,1.082938258
Bangladesh,0.998709727
Bangladesh,3.128488302
Bangladesh,1.92522357
Bangladesh,1.143101495
Bangladesh,3.260847423
Bangladesh,0.661326595
Bangladesh,0.420844197
Bangladesh,1.803617986
Bangladesh,2.164341583
Bangladesh,2.52506518
Bangladesh,0.961929592
Bangladesh,1.563135587
Bangladesh,1.683376786
Bangladesh,1.923859185
Bangladesh,0.432868317
Bangladesh,0.625254235
Bangladesh,3.006029976
Bangladesh,0.336675357
Bangladesh,2.645306379
Bangladesh,0.276554758
Bangladesh,6.012059952
Bangladesh,0.360723597
Bangladesh,0.300602998
Bangladesh,1.022050192
Bangladesh,0.541085396
Bangladesh,0.448563776
Bangladesh,2.714991276
Bangladesh,0.389542227
Bangladesh,4.485637761
Bangladesh,1.18043099
Bangladesh,2.833034375
Bangladesh,0.755475833
Bangladesh,0.212477578
Bangladesh,0.283303438
Bangladesh,0.401346537
Bangladesh,0.649237044
Bangladesh,0.767280143
Bangladesh,0.259694818
Bangladesh,0.661041354
Bangladesh,0.507585326
Bangladesh,0.472172396
Bangladesh,2.124775782
Bangladesh,0.377737917
Bangladesh,1.829668034
Bangladesh,1.699820625
Bangladesh,1.322082709
Bangladesh,0.424955156
Bangladesh,1.298474089
Bangladesh,0.247890508
Bangladesh,2.006732683
Bangladesh,0.495781016
Bangladesh,0.897127552
Bangladesh,2.183797331
Bangladesh,4.544659311
Bangladesh,1.026974961
Bangladesh,2.242818881
Bangladesh,1.888689584
Bangladesh,1.534560287
Bangladesh,0.141651719
Bangladesh,0.814497383
Bangladesh,0.613824115
Bangladesh,0.979757721
Bangladesh,0.696454284
Bangladesh,1.617190456
Bangladesh,0.542998255
Bangladesh,1.239452539
Bangladesh,2.951077474
Bangladesh,3.836400717
Bangladesh,2.36086198
Bangladesh,2.655969727
Bangladesh,4.131508464
Bangladesh,4.66270241
Bangladesh,3.50588004
Bangladesh,1.015170651
Bangladesh,5.902154949
Bangladesh,4.957810157
Bangladesh,1.12140944
Bangladesh,2.33725336
Bangladesh,1.15682237
Bangladesh,0.743671524
Bangladesh,1.628994766
Bangladesh,0.306912057
Bangladesh,0.200673268
Bangladesh,2.880251615
Bangladesh,2.596948177
Bangladesh,0.802693073
Bangladesh,0.849910313
Bangladesh,0.602019805
Bangladesh,0.271499128
Bangladesh,0.637432734
Bangladesh,0.684649974
Bangladesh,5.016831706
Bangladesh,0.188868958
Bangladesh,0.342324987
Bangladesh,0.790888763
Bangladesh,4.721723959
Bangladesh,1.440125808
Bangladesh,1.558168906
Bangladesh,3.010099024
Bangladesh,0.330520677
Bangladesh,1.274865469
Bangladesh,1.451930117
Bangladesh,1.794255104
Bangladesh,0.779084453
Bangladesh,0.873518932
Bangladesh,0.519389635
Bangladesh,3.777379167
Bangladesh,7.082585939
Bangladesh,3.659336068
Bangladesh,1.711624935
Bangladesh,2.065754232
Bangladesh,3.187163672
Bangladesh,0.566606875
Bangladesh,5.311939454
Bangladesh,4.839767058
Bangladesh,2.892055925
Bangladesh,0.118043099
Bangladesh,0.731867214
Bangladesh,0.460368086
Bangladesh,1.392908568
Bangladesh,0.436759466
Bangladesh,3.021903334
Bangladesh,2.478905078
Bangladesh,1.947711133
Bangladesh,1.487343047
Bangladesh,1.841472344
Bangladesh,0.991562031
Bangladesh,2.148384401
Bangladesh,5.429982553
Bangladesh,1.166265818
Bangladesh,3.069120573
Bangladesh,1.446027962
Bangladesh,1.634896921
Bangladesh,1.569973216
Bangladesh,0.625628425
Bangladesh,0.483976706
Bangladesh,5.548025652
Bangladesh,1.510951667
Bangladesh,1.664407696
Bangladesh,1.605386146
Bangladesh,1.463734427
Bangladesh,0.365933607
Bangladesh,1.876885274
Bangladesh,1.13321375
Bangladesh,0.554802565
Bangladesh,3.305206771
Bangladesh,0.721499906
Bangladesh,0.661374914
Bangladesh,0.541124929
Bangladesh,0.961999875
Bangladesh,0.601249922
Bangladesh,2.404999687
Bangladesh,1.923999749
Bangladesh,3.60749953
Bangladesh,4.208749451
Bangladesh,4.328999436
Bangladesh,0.420874945
Bangladesh,0.432899944
Bangladesh,1.623374788
Bangladesh,1.563249796
Bangladesh,1.803749765
Bangladesh,1.683499781
Bangladesh,1.503124804
Bangladesh,1.743624773
Bangladesh,0.300624961
Bangladesh,0.480999937
Bangladesh,1.442999812
Bangladesh,0.901874882
Bangladesh,3.006249608
Bangladesh,3.126499592
Bangladesh,1.082249859
Bangladesh,0.781624898
Bangladesh,0.38479995
Bangladesh,1.202499843
Bangladesh,0.240499969
Bangladesh,0.336699956
Bangladesh,0.264549966
Bangladesh,1.984124741
Bangladesh,0.84174989
Bangladesh,0.396824948
Bangladesh,0.45694994
Bangladesh,2.104374726
Bangladesh,2.164499718
Bangladesh,0.180374976
Bangladesh,0.120249984
Bangladesh,1.022124867
Bangladesh,0.745549903
Bangladesh,0.697449909
Bangladesh,4.809999373
Bangladesh,5.411249295
Bangladesh,4.749874381
Bangladesh,2.705624647
Bangladesh,1.38287482
Bangladesh,3.306874569
Bangladesh,0.565174926
Bangladesh,5.050499342
Bangladesh,3.366999561
Bangladesh,2.645499655
Bangladesh,2.765749639
Bangladesh,4.870124365
Bangladesh,5.29099931
Bangladesh,0.7695999
Bangladesh,1.130349853
Bangladesh,1.863874757
Bangladesh,1.635399787
Bangladesh,2.825874632
Bangladesh,0.408849947
Bangladesh,0.192399975
Bangladesh,6.373249169
Bangladesh,1.61134979
Bangladesh,6.012499216
Bangladesh,7.21499906
Bangladesh,1.449012311
Bangladesh,0.727512405
Bangladesh,0.424482445
Bangladesh,1.091268608
Bangladesh,1.682297281
Bangladesh,1.142374851
Bangladesh,2.044249734
Bangladesh,3.186624585
Bangladesh,0.529099931
Bangladesh,0.937949878
Bangladesh,3.102449596
Bangladesh,0.673399912
Bangladesh,0.986049871
Bangladesh,0.625299918
Bangladesh,0.517074933
Bangladesh,0.757574901
Bangladesh,0.865799887
Bangladesh,8.657998871
Bangladesh,1.827799762
Bangladesh,1.15439985
Bangladesh,0.144299981
Bangladesh,0.168349978
Bangladesh,3.246749577
Bangladesh,0.312649959
Bangladesh,0.577567071
Bangladesh,0.457240598
Bangladesh,4.271589797
Bangladesh,2.021484749
Bangladesh,1.552211504
Bangladesh,1.744733861
Bangladesh,4.75289569
Bangladesh,1.648472682
Bangladesh,2.28620299
Bangladesh,5.535017765
Bangladesh,3.369141248
Bangladesh,2.647182409
Bangladesh,0.782122076
Bangladesh,6.016323658
Bangladesh,0.67382825
Bangladesh,0.649762955
Bangladesh,1.251395321
Bangladesh,1.853027687
Bangladesh,1.010742375
Bangladesh,0.336914125
Bangladesh,3.056292418
Bangladesh,0.216587652
Bangladesh,5.414691292
Bangladesh,0.445207951
Bangladesh,0.637730308
Bangladesh,4.993548636
Bangladesh,0.565534424
Bangladesh,1.865060334
Bangladesh,2.141811222
Bangladesh,2.033517396
Bangladesh,4.57240598
Bangladesh,3.188651539
Bangladesh,7.219588389
Bangladesh,3.910610378
Bangladesh,3.850447141
Bangladesh,1.347656499
Bangladesh,3.513533016
Bangladesh,1.756766508
Bangladesh,1.29952591
Bangladesh,1.636440035
Bangladesh,0.98667708
Bangladesh,1.985386807
Bangladesh,2.226039753
Bangladesh,0.192522357
Bangladesh,2.10571328
Bangladesh,0.252685594
Bangladesh,1.991403131
Bangladesh,1.66050533
Bangladesh,0.282767212
Bangladesh,0.228620299
Bangladesh,0.517403835
Bangladesh,5.607213649
Bangladesh,4.909320105
Bangladesh,2.526855936
Bangladesh,2.262137695
Bangladesh,1.720668566
Bangladesh,0.348946772
Bangladesh,3.847718369
Bangladesh,3.366753573
Bangladesh,4.208441966
Bangladesh,7.214471942
Bangladesh,0.865736633
Bangladesh,0.901808993
Bangladesh,1.503014988
Bangladesh,1.623256187
Bangladesh,2.044100384
Bangladesh,1.743497386
Bangladesh,0.745495434
Bangladesh,0.697398954
Bangladesh,5.410853957
Bangladesh,0.673350715
Bangladesh,0.529061276
Bangladesh,2.104220983
Bangladesh,4.92988916
Bangladesh,2.284582782
Bangladesh,3.246512374
Bangladesh,3.967959568
Bangladesh,2.885788777
Bangladesh,5.771577554
Bangladesh,2.945909376
Bangladesh,6.673386546
Bangladesh,3.486994772
Bangladesh,0.937881352
Bangladesh,3.186391774
Bangladesh,1.611232067
Bangladesh,1.178363751
Bangladesh,1.382773789
Bangladesh,1.827666225
Bangladesh,2.765547578
Bangladesh,0.288578878
Bangladesh,0.456916556
Bangladesh,0.204410038
Bangladesh,0.505013036
Bangladesh,1.142291391
Bangladesh,0.649302475
Bangladesh,0.637278355
Bangladesh,4.328683165
Bangladesh,2.813644057
Bangladesh,3.426874173
Bangladesh,3.414850053
Bangladesh,7.190423702
Bangladesh,7.358761381
Bangladesh,5.434902196
Bangladesh,8.416883932
Bangladesh,1.130267271
Bangladesh,0.829664273
Bangladesh,0.468940676
Bangladesh,1.671352667
Bangladesh,1.851714465
Bangladesh,1.370749669
Bangladesh,1.983979784
Bangladesh,1.551111468
Bangladesh,2.224462182
Bangladesh,1.899810945
Bangladesh,3.462946532
Bangladesh,3.547115372
Bangladesh,2.741499338
Bangladesh,3.078174695
Bangladesh,0.396795957
Bangladesh,0.192385918
Bangladesh,0.565133635
Bangladesh,0.180361799
Bangladesh,0.853712513
Bangladesh,0.889784873
Bangladesh,0.372747717
Bangladesh,1.911835065
Bangladesh,1.010026072
Bangladesh,0.985977832
Bangladesh,1.070146671
Bangladesh,1.647304427
Bangladesh,3.066150575
Bangladesh,2.344703381
Bangladesh,5.531095156
Bangladesh,1.154315511
Bangladesh,0.168337679
Bangladesh,3.72747717
Bangladesh,0.998001952
Bangladesh,1.034074312
Bangladesh,2.356727501
Bangladesh,5.050130359
Bangladesh,2.46494458
Bangladesh,9.619295923
Bangladesh,1.731473266
Bangladesh,0.444892436
Bangladesh,2.585185779
Bangladesh,4.99000976
Bangladesh,1.26253259
Bangladesh,1.635280307
Bangladesh,1.659328547
Bangladesh,0.348699477
Bangladesh,4.268562566
Bangladesh,4.448924364
Bangladesh,9.378813525
Bangladesh,9.018089928
Bangladesh,0.685374835
Bangladesh,0.553109516
Bangladesh,2.825668177
Bangladesh,5.651336355
Bangladesh,7.45495434
Bangladesh,1.394797909
Bangladesh,3.030078216
Bangladesh,0.517037156
Bangladesh,0.252506518
Bangladesh,1.779569746
Bangladesh,3.306632973
Bangladesh,0.228458278
Bangladesh,1.478966748
Bangladesh,3.102222935
Bangladesh,4.509044964
Bangladesh,1.262624835
Bangladesh,4.629624397
Bangladesh,3.248814775
Bangladesh,5.113875109
Bangladesh,3.730120668
Bangladesh,1.346701429
Bangladesh,4.388803765
Bangladesh,4.665358523
Bangladesh,4.088200767
Bangladesh,0.793591914
Bangladesh,1.587183827
Bangladesh,1.490990868
Bangladesh,0.324651237
Bangladesh,3.342705333
Bangladesh,2.30184043
Bangladesh,2.885999624
Bangladesh,2.419883529
Bangladesh,0.153456029
Bangladesh,0.318716367
Bangladesh,6.96454284
Bangladesh,0.861714623
Bangladesh,0.920736172
Bangladesh,0.967953412
Bangladesh,0.165260339
Bangladesh,0.808595228
Bangladesh,4.426616212
Bangladesh,1.351593483
Bangladesh,3.281598152
Bangladesh,2.549730938
Bangladesh,2.774012826
Bangladesh,4.438420521
Bangladesh,4.190530014
Bangladesh,4.072486915
Bangladesh,1.085996511
Bangladesh,2.32544905
Bangladesh,0.224281888
Bangladesh,3.246185222
Bangladesh,3.600314519
Bangladesh,5.666068751
Bangladesh,3.128142123
Bangladesh,0.672845664
Bangladesh,5.252917904
Bangladesh,0.578411185
Bangladesh,6.610413543
Bangladesh,4.249551563
Bangladesh,7.672801433
Bangladesh,3.42324987
Bangladesh,1.074192201
Bangladesh,1.09780082
Bangladesh,1.20403961
Bangladesh,2.195601641
Bangladesh,1.688016315
Bangladesh,0.094434479
Bangladesh,1.817863724
Bangladesh,2.537926628
Bangladesh,1.038779271
Bangladesh,1.310278399
Bangladesh,0.908931862
Bangladesh,5.075853256
Bangladesh,3.48227142
Bangladesh,1.263061159
Bangladesh,1.227648229
Bangladesh,3.045511954
Bangladesh,6.433348894
Bangladesh,6.492370444
Bangladesh,6.551391993
Bangladesh,3.895422266
Bangladesh,5.78411185
Bangladesh,3.364228321
Bangladesh,6.020198048
Bangladesh,5.500808412
Bangladesh,1.428321498
Bangladesh,0.838106003
Bangladesh,4.308573113
Bangladesh,1.983124063
Bangladesh,8.853232423
Bangladesh,11.2140944
Bangladesh,8.263016928
Bangladesh,11.8043099
Bangladesh,1.865080964
Bangladesh,1.345691328
Bangladesh,1.522755977
Bangladesh,2.29003612
Bangladesh,3.116337813
Bangladesh,5.843133399
Bangladesh,1.050583581
Bangladesh,5.288330834
Bangladesh,4.013465365
Bangladesh,1.499147357
Bangladesh,2.077558542
Bangladesh,3.057316263
Bangladesh,2.821230066
Bangladesh,1.581777526
Bangladesh,1.735233555
Bangladesh,2.490709388
Bangladesh,1.676212005
Bangladesh,2.053949922
Bangladesh,1.251256849
Bangladesh,6.669435092
Bangladesh,0.408665209
Bangladesh,2.903860235
Bangladesh,5.607047201
Bangladesh,5.370961003
Bangladesh,4.521050691
Bangladesh,4.343986042
Bangladesh,4.367594662
Bangladesh,2.998294714
Bangladesh,1.853276654
Bangladesh,1.747037865
Bangladesh,0.383640072
Bangladesh,2.927468855
Bangladesh,2.272329655
Bangladesh,4.155117084
Bangladesh,7.023564389
Bangladesh,2.101167162
Bangladesh,1.10960513
Bangladesh,0.59611765
Bangladesh,2.939273164
Bangladesh,0.655139199
Bangladesh,0.5370961
Bangladesh,2.856642995
Bangladesh,0.725965059
Bangladesh,1.723429245
Bangladesh,2.762208516
Bangladesh,1.918200358
Bangladesh,0.265596973
Bangladesh,6.468761824
Bangladesh,10.03366341
Bangladesh,1.640799076
Bangladesh,1.115507285
Bangladesh,1.935906823
Bangladesh,4.60368086
Bangladesh,2.844838685
Bangladesh,1.912298203
Bangladesh,1.091898666
Bangladesh,4.202334324
Bangladesh,1.16862668
Bangladesh,2.219210261
Bangladesh,6.374327345
Bangladesh,10.32877116
Bangladesh,6.846499741
Bangladesh,0.385410718
Bangladesh,4.088499467
Bangladesh,0.553149928
Bangladesh,5.170749326
Bangladesh,0.99807487
Bangladesh,1.755649771
Bangladesh,0.276574964
Bangladesh,0.216449972
Bangladesh,1.467049809
Bangladesh,2.946124616
Bangladesh,2.284749702
Bangladesh,0.505049934
Bangladesh,4.389124428
Bangladesh,4.689749389
Bangladesh,0.348724955
Bangladesh,3.078399599
Bangladesh,3.487249545
Bangladesh,3.847999498
Bangladesh,6.613749138
Bangladesh,0.22847497
Bangladesh,2.910049621
Bangladesh,4.44924942
Bangladesh,1.527174801
Bangladesh,1.539199799
Bangladesh,1.659449784
Bangladesh,1.76767477
Bangladesh,1.779699768
Bangladesh,2.020199737
Bangladesh,2.525249671
Bangladesh,1.346799824
Bangladesh,0.288599962
Bangladesh,1.394899818
Bangladesh,0.444924942
Bangladesh,2.22462471
Bangladesh,1.22654984
Bangladesh,1.491099806
Bangladesh,2.344874694
Bangladesh,1.587299793
Bangladesh,1.707549777
Bangladesh,1.178449846
Bangladesh,0.817699893
Bangladesh,0.204424973
Bangladesh,0.61327492
Bangladesh,1.99614974
Bangladesh,1.034149865
Bangladesh,0.493024936
Bangladesh,2.260699705
Bangladesh,1.07022486
Bangladesh,0.793649897
Bangladesh,1.479074807
Bangladesh,0.913899881
Bangladesh,3.787874506
Bangladesh,3.908124491
Bangladesh,4.509374412
Bangladesh,4.569499404
Bangladesh,3.727749514
Bangladesh,9.619998746
Bangladesh,1.851849759
Bangladesh,3.258774575
Bangladesh,1.274649834
Bangladesh,2.873974625
Bangladesh,5.531499279
Bangladesh,5.471374287
Bangladesh,5.555549276
Bangladesh,2.585374663
Bangladesh,2.669549652
Bangladesh,3.054349602
Bangladesh,2.982199611
Bangladesh,1.515149803
Bangladesh,1.551224798
Bangladesh,3.0663746
Bangladesh,3.150549589
Bangladesh,2.38094969
Bangladesh,3.174599586
Bangladesh,1.010099868
Bangladesh,0.252524967
Bangladesh,0.649349915
Bangladesh,0.324674958
Bangladesh,2.032224735
Bangladesh,1.647424785
Bangladesh,0.69263991
Bangladesh,0.726309905
Bangladesh,0.604857421
Bangladesh,0.904279882
Bangladesh,0.84535739
Bangladesh,0.805674895
Bangladesh,0.732322405
Bangladesh,0.723904906
Bangladesh,0.788839897
Bangladesh,0.749157402
Bangladesh,0.388407449
Bangladesh,0.370369952
Bangladesh,3.012262107
Bangladesh,6.733999122
Bangladesh,12.02499843
Bangladesh,0.847762389
Bangladesh,1.058199862
Bangladesh,0.414862446
Bangladesh,0.366762452
Bangladesh,3.856416997
Bangladesh,1.927607249
Bangladesh,1.68951228
Bangladesh,1.694322279
Bangladesh,1.68710728
Bangladesh,1.935423498
Bangladesh,1.987732241
Bangladesh,1.084654859
Bangladesh,1.085857358
Bangladesh,0.244107468
Bangladesh,0.268157465
Bangladesh,0.450937441
Bangladesh,0.242904968
Bangladesh,0.198412474
Bangladesh,0.183982476
Bangladesh,0.725107405
Bangladesh,0.423279945
Bangladesh,0.731119905
Bangladesh,1.088262358
Bangladesh,0.595237422
Bangladesh,0.474987438
Bangladesh,0.873014886
Bangladesh,1.948049746
Bangladesh,0.848964889
Bangladesh,1.821787263
Bangladesh,1.809762264
Bangladesh,0.544732429
Bangladesh,0.592832423
Bangladesh,7.816248981
Bangladesh,6.132749201
Bangladesh,0.364357453
Bangladesh,3.073589599
Bangladesh,5.952374224
Bangladesh,8.176998934
Bangladesh,4.211154451
Bangladesh,5.892249232
Bangladesh,2.465124679
Bangladesh,1.190474845
Bangladesh,0.390812449
Bangladesh,1.506732304
Bangladesh,1.418949815
Bangladesh,3.391049558
Bangladesh,1.569262295
Bangladesh,0.186387476
Bangladesh,0.278979964
Bangladesh,0.208032473
Bangladesh,0.428089944
Bangladesh,5.591624271
Bangladesh,1.209714842
Bangladesh,0.548339929
Bangladesh,0.571187426
Bangladesh,0.579604924
Bangladesh,0.53511243
Bangladesh,5.711874255
Bangladesh,0.809282395
Bangladesh,4.99037435
Bangladesh,5.771999248
Bangladesh,5.651749263
Bangladesh,0.677007412
Bangladesh,0.925924879
Bangladesh,0.607262421
Bangladesh,0.664982413
Bangladesh,0.703462408
Bangladesh,0.363154953
Bangladesh,0.318662458
Bangladesh,2.771762139
Bangladesh,3.008654608
Bangladesh,2.768154639
Bangladesh,2.949732116
Bangladesh,8.417498903
Bangladesh,4.268874444
Bangladesh,6.67387413
Bangladesh,0.823712393
Bangladesh,0.821307393
Bangladesh,0.38720495
Bangladesh,1.406924817
Bangladesh,1.430974813
Bangladesh,1.806154765
Bangladesh,1.879507255
Bangladesh,1.570464795
Bangladesh,1.625779788
Bangladesh,3.547374538
Bangladesh,0.713082407
Bangladesh,0.701057409
Bangladesh,0.84415489
Bangladesh,0.787637397
Bangladesh,0.909089882
Bangladesh,0.222462471
Bangladesh,0.220057471
Bangladesh,0.23208247
Bangladesh,0.30423246
Bangladesh,0.210437473
Bangladesh,0.202019974
Bangladesh,2.717649646
Bangladesh,0.965607374
Bangladesh,0.487012437
Bangladesh,2.958149614
Bangladesh,3.030299605
Bangladesh,1.106299856
Bangladesh,0.637324917
Bangladesh,0.520682432
Bangladesh,0.556757427
Bangladesh,2.06829973
Bangladesh,0.68903241
Bangladesh,0.797257396
Bangladesh,0.367964952
Bangladesh,2.60942466
Bangladesh,2.769357139
Bangladesh,9.018748824
Bangladesh,7.575749013
Bangladesh,1.899949752
Bangladesh,0.372774951
Bangladesh,0.375179951
Bangladesh,1.626982288
Bangladesh,0.187589976
Bangladesh,0.785232398
Bangladesh,0.430494944
Bangladesh,0.761182401
Bangladesh,0.484607437
Bangladesh,0.640932416
Bangladesh,1.208512342
Bangladesh,0.532707431
Bangladesh,0.568782426
Bangladesh,0.559162427
Bangladesh,3.010217858
Bangladesh,5.351124302
Bangladesh,0.833332391
Bangladesh,0.365680202
Bangladesh,0.316257459
Bangladesh,0.340307456
Bangladesh,3.968249483
Bangladesh,2.428929433
Bangladesh,3.042324603
Bangladesh,2.693599649
Bangladesh,5.83212424
Bangladesh,5.230874318
Bangladesh,1.046174864
Bangladesh,3.490857045
Bangladesh,2.22823221
Bangladesh,0.709474908
Bangladesh,0.835737391
Bangladesh,0.378787451
Bangladesh,1.867482257
Bangladesh,1.747232272
Bangladesh,1.629387288
Bangladesh,1.759257271
Bangladesh,1.286674832
Bangladesh,1.298699831
Bangladesh,1.557237297
Bangladesh,1.869887256
Bangladesh,0.737132404
Bangladesh,0.759979901
Bangladesh,0.905482382
Bangladesh,0.968012374
Bangladesh,1.028137366
Bangladesh,0.423400195
Bangladesh,0.246512468
Bangladesh,0.234487469
Bangladesh,0.883837385
Bangladesh,0.784029898
Bangladesh,0.342712455
Bangladesh,0.547137429
Bangladesh,0.733524904
Bangladesh,0.735929904
Bangladesh,0.438912443
Bangladesh,0.508657434
Bangladesh,0.448532442
Bangladesh,1.214524842
Bangladesh,2.080324729
Bangladesh,4.761899379
Bangladesh,0.711879907
Bangladesh,0.866350607
Bangladesh,0.60524216
Bangladesh,1.997419454
Bangladesh,0.545078923
Bangladesh,0.713535986
Bangladesh,0.701503339
Bangladesh,3.669957431
Bangladesh,5.438756587
Bangladesh,5.474854529
Bangladesh,0.679844573
Bangladesh,3.549630958
Bangladesh,0.725568633
Bangladesh,3.080357713
Bangladesh,3.489467722
Bangladesh,3.970773614
Bangladesh,5.174038346
Bangladesh,4.39191627
Bangladesh,2.947998592
Bangladesh,2.767508883
Bangladesh,4.512242743
Bangladesh,2.4666927
Bangladesh,1.058872964
Bangladesh,0.391061038
Bangladesh,1.666521653
Bangladesh,1.642456359
Bangladesh,1.615984534
Bangladesh,1.630423711
Bangladesh,1.690586948
Bangladesh,1.762782832
Bangladesh,0.727975163
Bangladesh,0.78573187
Bangladesh,2.346366227
Bangladesh,1.02999461
Bangladesh,0.232230093
Bangladesh,0.818220017
Bangladesh,0.220197446
Bangladesh,0.144391768
Bangladesh,0.120326473
Bangladesh,0.415126332
Bangladesh,0.366995743
Bangladesh,1.492048267
Bangladesh,0.736398016
Bangladesh,0.508980981
Bangladesh,4.307687739
Bangladesh,3.164586244
Bangladesh,0.5595181
Bangladesh,0.557111571
Bangladesh,5.354528055
Bangladesh,0.703909868
Bangladesh,0.581176865
Bangladesh,0.589599718
Bangladesh,5.655344238
Bangladesh,6.317139841
Bangladesh,6.617956024
Bangladesh,0.788138399
Bangladesh,1.61237474
Bangladesh,3.104423007
Bangladesh,1.407819736
Bangladesh,1.662911859
Bangladesh,1.275460615
Bangladesh,1.467982973
Bangladesh,1.227330026
